 Subj,#,Title,Comp Numb,Sec,Instructor
GRAD,9010,Neurosciences,11645,SPP,"Morielli, Anthony D"
GRAD,9010,Neurosciences,11057,SPQ,"Wellman, George Clarence"
GRAD,9010,Neurosciences,11058,SPR,"May, Victor "
GRAD,9010,Neurosciences,11059,SPS,"Mawe, Gary M. "
GRAD,9010,Neurosciences,11060,SPT,"Vizzard, Margaret "
GRAD,9010,Neurosciences,11061,SPV,"Cipolla, Marilyn Jo"
GRAD,9010,Neurosciences,11062,SPW,"Morielli, Anthony D"
GRAD,9010,Neurosciences,11403,SPY,"Jacobs, Jesse "
GRAD,9010,Nursing,10578,TB,"Buck-Rolland, Carol Leigh"
GRAD,9010,Nutri & Food Science,11633,TL,"Donnelly, Catherine Wright"
GRAD,9010,Nutri & Food Science,10579,TM,"Pintauro, Stephen J."
GRAD,9010,Nutri & Food Science,11375,TN,"Johnson, Rachel Nancy"
GRAD,9010,Nutri & Food Science,11376,TO,"Harvey, Jean Ruth"
GRAD,9010,Nutri & Food Science,11377,TP,"Berlin, Linda "
GRAD,9010,Nutri & Food Science,11378,TQ,"Trubek, Amy Bell"
GRAD,9010,Nutri & Food Science,11379,TR,"Pope, Elizabeth Fayen"
GRAD,9010,Nutri & Food Science,11380,TS,"Guo, Ming Ruo"
GRAD,9010,Nutri & Food Science,11381,TT,"Kindstedt, Paul Stephen"
GRAD,9010,Nutri & Food Science,12739,TU,"Etter, Andrea J"
GRAD,9010,Pathology,10580,TVA,"Shukla, Arti "
GRAD,9010,Pathology,11036,TVB,"Freeman, Kalev "
GRAD,9010,Pathology,11037,TVC,"Janssen, Yvonne M."
GRAD,9010,Pathology,11038,TVD,"VanDerVliet, Albert "
GRAD,9010,Pharmacology,10581,U,"Morielli, Anthony D"
GRAD,9010,Phys & Biophysics,10582,V,"Ruiz, Teresa "
GRAD,9010,Plant Biology,10583,VA,"Tierney, Mary Lauretta"
GRAD,9010,Plant Biology,11217,VB,"Lintilhac, Philip M."
GRAD,9010,Plant Biology,11218,VC,"Barrington, David "
GRAD,9010,Plant Biology,11219,VD,"Preston, Jill C"
GRAD,9010,Plant Biology,11220,VE,"Harris, Jeanne M."
GRAD,9010,Plant Biology,11221,VF,"Molofsky, Jane "
GRAD,9010,Plant Biology,11222,VG,"Keller, Stephen Robert"
GRAD,9010,PBIO-Field Naturalist,10584,VVV,"Hughes, Jeffrey Winston"
GRAD,9010,Plant & Soil Science,10585,WA,"Gorres, Josef "
GRAD,9010,Plant & Soil Science,11251,WB,"Neher, Deborah A"
GRAD,9010,Plant & Soil Science,11252,WC,"Bosworth, Sidney Carl"
GRAD,9010,Plant & Soil Science,11253,WE,"Darby, Heather M"
GRAD,9010,Plant & Soil Science,11254,WF,"Parker, Jason Shaw"
GRAD,9010,Plant & Soil Science,11255,WG,"Hurley, Stephanie "
GRAD,9010,Plant & Soil Science,11256,WH,"Mendez, V. Ernesto "
GRAD,9010,Plant & Soil Science,11257,WI,"Parker, Bruce Lawrence"
GRAD,9010,Plant & Soil Science,11258,WJ,"Bradshaw, Terence Lee"
GRAD,9010,Plant & Soil Science,11259,WK,"Ross, Donald Savage"
GRAD,9010,Plant & Soil Science,12198,WL,"Chen, Yolanda "
GRAD,9010,Plant & Soil Science,12201,WM,"Merrill, Scott Curtis"
GRAD,9010,Plant & Soil Science,12984,WN,"Bishop-Von Wettberg, Eric J"
GRAD,9010,Psyc (Clinical),10586,WW,"Price, Matthew "
GRAD,9010,Psych  (Experimental),10587,WWW,"Toufexis, Donna J."
GRAD,9010,Public Administration,10588,X,"Koliba, Christopher J"
GRAD,9010,Public Administration,11017,XA,"Kolodinsky, Jane "
GRAD,9010,Reading & Lang Arts,10589,XX,"Mosenthal, James H."
GRAD,9010,Social Work,10590,XXX,"Roche, Susan E."
GRAD,9010,Special Education,10591,Y,"Swindlehurst, Kelly Ann"
GRAD,9010,Statistics,10592,YY,"Buzas, Jeff Sandor"
GRAD,9020,Animal Science,10593,A,"Kerr, David E."
GRAD,9020,Animal  Nutri & Food Sc,10594,AA,"Pintauro, Stephen J."
GRAD,9020,Animal  Nutri & Food Sc,11357,AB,"Harvey, Jean Ruth"
GRAD,9020,Animal  Nutri & Food Sc,11359,AD,"Barlow, John William"
GRAD,9020,Animal  Nutri & Food Sc,11360,AE,"Greenwood, Sabrina L."
GRAD,9020,Animal  Nutri & Food Sc,11361,AF,"Kerr, David E."
GRAD,9020,Animal  Nutri & Food Sc,11362,AG,"Kraft, Jana "
GRAD,9020,Animal  Nutri & Food Sc,11363,AH,"McKay, Stephanie Dawn"
GRAD,9020,Animal  Nutri & Food Sc,11364,AI,"Smith, Julie M"
GRAD,9020,Animal  Nutir & Food Sc,11365,AJ,"Zhao, Feng-Qi "
GRAD,9020,Animal Science,12244,AK,"Greenwood, Sabrina L."
GRAD,9020,Animal Science,12466,AL,"Townson, David Harrison"
GRAD,9020,Biochemistry,10595,B,"Kelm, Robert John"
GRAD,9020,Biochemistry,11127,BA,"Bouchard, Beth Ann"
GRAD,9020,Biochemistry,11128,BB,"Francklyn, Christopher Steward"
GRAD,9020,Biochemistry,11129,BC,"Hondal, Robert J."
GRAD,9020,Biochemistry,11130,BD,"Lian, Jane B"
GRAD,9020,Biochemistry,11131,BE,"Morrical, Scott Walker"
GRAD,9020,Biochemistry,11132,BF,"Stein, Gary Stephen"
GRAD,9020,Biochemistry,11133,BG,"Stein, Janet L"
GRAD,9020,Biochemistry,11134,BH,"Tracy, Paula Babiarz"
GRAD,9020,Biology,11160,BN,"Cahan, Sara Helms"
GRAD,9020,Biology,11161,BO,"Gotelli, Nicholas James"
GRAD,9020,Biology,11162,BP,"Ballif, Bryan Ariel"
GRAD,9020,Biology,11163,BQ,"Vigoreaux, Jim Osvaldo"
GRAD,9020,Biology,11164,BR,"Brody, Alison Kay"
GRAD,9020,Biology,11165,BS,"Stevens, Lori "
GRAD,9020,Biology,11166,BT,"May Collado, Laura "
GRAD,9020,Biology,11167,BU,"Marsden, J. Ellen "
GRAD,9020,Biology,11168,BV,"Stockwell, Jason Dana"
GRAD,9020,Biology,11169,BX,"Ebert, Alicia Marie"
GRAD,9020,Biology,11170,BY,"Pespeni, Melissa Helen"
GRAD,9020,Biology,12980,BZ,"Lockwood, Brent Lionel"
GRAD,9020,Biomedical Eng,10596,C,"Bates, Jason H."
GRAD,9020,Biomedical Eng,11026,CA,"Beynnon, Bruce David"
GRAD,9020,Biomedical Eng,11027,CB,"Floreani, Rachael "
GRAD,9020,Biomedical Eng,11028,CD,"Doiron, Amber Lynn"
GRAD,9020,Biomedical Eng,11642,CE,"Fletcher, Douglas G."
GRAD,9020,Biostatistics,10597,CG,"Buzas, Jeff Sandor"
GRAD,9020,Business Admin,10598,D,"Gurdon, Michael "
GRAD,9020,Cell & Molecular Bio,10599,DD,"Rincon, Mercedes "
GRAD,9020,Cell & Molecular Bio,11323,DF,"Janssen, Yvonne M."
GRAD,9020,Cell & Molecular Bio,11324,DG,"Spees, Jeffrey L."
GRAD,9020,Cell & Molecular Bio,11325,DH,"Thali, Markus Josef"
GRAD,9020,Cell & Molecular Bio,11326,DI,"Botten, Jason W"
GRAD,9020,Cell & Molecular Bio,11661,DJ,"VanDerVliet, Albert "
GRAD,9020,Cell & Molecular Bio,11662,DK,"Wargo, Matthew James"
GRAD,9020,Cell & Molecular Bio,12188,DL,"Doublie, Sylvie "
GRAD,9020,Cell & Molecular Bio,12441,DM,"Huston, Christopher D"
GRAD,9020,Cell & Molecular Bio,12453,DN,"Teuscher, Cory "
GRAD,9020,Cell & Molecular Bio,12464,DO,"Stein, Janet L"
GRAD,9020,Cell & Molecular Bio,13009,DP,"Kelm, Robert John"
GRAD,9020,Cell & Molecular Bio,14434,DQ,"Amiel, Eyal "
GRAD,9020,Cell & Molecular Bio,14448,DR,"Bruce, Emily A."
GRAD,9020,Cell & Molecular Bio,14542,DS,"Frietze, Seth "
GRAD,9020,Cell & Molecular Bio,16006,DT,"Chatterjee, Nimrat "
GRAD,9020,Chemistry,10600,EA,"Liptak, Matthew "
GRAD,9020,Chemistry,11493,EB,"Landry, Christopher C."
GRAD,9020,Chemistry,11494,EC,"Brewer, Matthias "
GRAD,9020,Chemistry,11495,ED,"Geiger Jr, William E."
GRAD,9020,Chemistry,11496,EDA,"Leenstra, Willem R."
GRAD,9020,Chemistry,11497,EDB,"Li, Jianing "
GRAD,9020,Chemistry,11498,EDC,"Madalengoitia, Jose Santos"
GRAD,9020,Chemistry,11499,EDE,"Petrucci, Giuseppe A."
GRAD,9020,Chemistry,11500,EDF,"Schneebeli, Severin "
GRAD,9020,Chemistry,11501,EDG,"Waterman, Rory "
GRAD,9020,Civil & Environ Eng,10601,EEM,"Pinder, George Francis"
GRAD,9020,Civil & Environ Eng,10996,EEN,"Rowangould, Dana Leigh"
GRAD,9020,Civil & Environ Eng,10997,EEO,"Rowangould, Gregory M"
GRAD,9020,Civil & Environ Eng,10998,EEP,"Bomblies, Arne "
GRAD,9020,Civil & Environ Eng,10999,EEQ,"Rizzo, Donna M."
GRAD,9020,Civil & Einvron Eng,11000,EER,"Ghazanfari, Ehsan "
GRAD,9020,Civil & Envrion Eng,11001,EES,"Hernandez, Eric M"
GRAD,9020,Civil & Environ Eng,11002,EET,"Garcia, Luis Alfredo"
GRAD,9020,Civil & Environ Eng,11003,EEU,"Dewoolkar, Mandar "
GRAD,9020,Civil & Environ Eng,11004,EEV,"Scarborough, Matthew "
GRAD,9020,Civil & Environ Eng,11400,EEW,"Badireddy, Appala Raju "
GRAD,9020,Civil & Environ Eng,13577,EEX,"Roy, Eric Daniel"
GRAD,9020,Civil & Environ Eng,13578,EEY,"Faulkner, Joshua "
GRAD,9020,Civil & Environ Eng,13582,EEZ,"Underwood, Kristen Lee"
GRAD,9020,Classics,10602,F,"Franklin, John C."
GRAD,9020,Clinical & Trans Sc,10603,FF,"Kennedy, Amanda Giordano"
GRAD,9020,Clinical & Trans Sc,11034,FFA,"Littenberg, Benjamin "
GRAD,9020,Clinical & Trans Sc,14582,FFB,"MacLean, Charles Duncan"
GRAD,9020,Communication Sc,10604,G,"Cannizzaro, Michael Steven"
GRAD,9020,Comm.Dev&Appli Econ,10605,GG,"Kolodinsky, Jane "
GRAD,9020,Comm.Dev&Appli Econ,11015,GGA,"Watts, Richard A."
GRAD,9020,Comm.Dev&Appli Econ,13008,GGB,"Conner, David S"
GRAD,9020,Complex Systems & Data Science,13548,GHA,"Bates, Jason H."
GRAD,9020,Complex Systems & Data Science,13610,GHB,"Danforth, Chris "
GRAD,9020,Complex Systems & Data Science,16108,GHC,"Hebert-Dufresne, Laurent "
GRAD,9020,Computer Science,10606,H,"Snapp, Robert Raymond"
GRAD,9020,Computer Science,11087,HA,"Eppstein, Margaret J."
GRAD,9020,Computer Science,11088,HB,"Lee, Byung "
GRAD,9020,Computer Science,11089,HC,"Ling, Alan "
GRAD,9020,Computer Science,11090,HD,"Skalka, Chris "
GRAD,9020,Computer Science,11091,HE,"Chen, Elizabeth S"
GRAD,9020,Computer Science,11092,HF,"Wu, Xindong "
GRAD,9020,Computer Science,11093,HG,"Dunlop, Mary Julia"
GRAD,9020,Computer Science,11094,HH,"Bongard, Joshua "
GRAD,9020,Computer Science,12699,HI,"Danforth, Chris "
GRAD,9020,Counseling,10607,HO,"Geroski, Anne M."
GRAD,9020,Curr & Instruct (MAT),10608,J,"Brown, Tricia Marie"
GRAD,9020,Curr & Instruct (MEd),10609,JJ,"Swindlehurst, Kelly Ann"
GRAD,9020,Dietetics,10610,K,"Bertmann, Farryl MacKenna Witten"
GRAD,9020,Ed Leadership(M.Ed),10611,KK,"Kolbe, Tammy Gail"
GRAD,9020,Ed Leader & Policy (EdD),10612,L,"Callahan, Rebecca M"
GRAD,9020,Ed Leader & Policy (PhD),12477,LL,"Manning, Kathleen "
GRAD,9020,Electrical Engineering,10613,MA,"Oughstun, Kurt Edmund"
GRAD,9020,Electrical Engineering,11430,MB,"Almassalkhi, Mads R"
GRAD,9020,Electrical Engineering,11431,MC,"Frolik, Jeff L."
GRAD,9020,Electrical Engineering,11432,MD,"Hines, Paul D."
GRAD,9020,Electrical Engineering,11433,ME,"Mirchandani, Gagan S."
GRAD,9020,Electrical Engineering,11434,MF,"Titcomb, Stephen "
GRAD,9020,Electrical Engineering,11435,MG,"Varhue, Walter John"
GRAD,9020,Electrical Engineering,11639,MH,"Xia, Tian "
GRAD,9020,Electrical Engineering,13619,MI,"Duffaut Espinosa, Luis Augusto"
GRAD,9020,Electrical Engineering,13620,MJ,"Ossareh, Hamid-Reza "
GRAD,9020,English,10614,MM,"Scott, Helen C"
GRAD,9020,Food Systems,11678,MMD,"Morse, Cheryl Eileen"
GRAD,9020,Food Systmems,11679,MME,"Berlin, Linda "
GRAD,9020,Food Systems,12225,MMF,"Trubek, Amy Bell"
GRAD,9020,Food Systems,12228,MMG,"Niles, Meredith Theresa"
GRAD,9020,Food Systems,12231,MMH,"Garnett, Bernice Raveche"
GRAD,9020,Food Systems,12234,MMI,"Inwood, Shoshanah "
GRAD,9020,Food Systems,12237,MMJ,"Conner, David S"
GRAD,9020,Food Systems,12240,MMK,"Mendez, V. Ernesto "
GRAD,9020,Food Systems,13562,MML,"Belarmino, Emily Huneycutt Morgan"
GRAD,9020,Food Systems,13566,MMM,"Heiss, Sarah Noel"
GRAD,9020,Food Systems,13595,MMN,"Mares, Teresa "
GRAD,9020,Food Systems,14386,MMO,"Bishop-Von Wettberg, Eric J"
GRAD,9020,Food Systems,15993,MMP,"Tobin, Daniel "
GRAD,9020,Geology,10615,NNA,"Webb, Laura "
GRAD,9020,Geology,11187,NNB,"Klepeis, Keith Andrew"
GRAD,9020,Geology,11188,NNC,"Perdrial, Julia Nathalie"
GRAD,9020,Geology,11189,NNE,"Perdrial, Nicholas Paul Jean"
GRAD,9020,Geology,13540,NNG,"Schroth, Andrew William"
GRAD,9020,Geology,13541,NNH,"Lini, Andrea "
GRAD,9020,Food Systems,13522,NNK,"Heiss, Sarah Noel"
GRAD,9020,Higher Ed& Stu Affairs,10616,PP,"Garvey, Jason C"
GRAD,9020,Historic Preservation,10617,PPP,"Visser, Thomas Durant"
GRAD,9020,History,10618,Q,"McGowan, Abigail S."
GRAD,9020,History,11049,QA,"Ergene, Bogac A."
GRAD,9020,History,11050,QB,"Phelps, Nicole M."
GRAD,9020,History,11051,QC,"Buchanan, Andrew "
GRAD,9020,History,11052,QD,"Huener, Jonathan D."
GRAD,9020,History,16129,QF,"Osten, Sarah E"
GRAD,9020,Interdisciplinary,10619,QQ,"Mayo, Cris S"
GRAD,9020,Interprofessional Health Sci,13536,QQL,"Hutchins, Tiffany Lynne"
GRAD,9020,Leadership for Sustainability,16051,QQM,"Kolan, Matthew Peter"
GRAD,9020,Materials Science,11339,QQR,"Sansoz, Frederic P."
GRAD,9020,Materials Science,11338,QQS,"Headrick, Randall L."
GRAD,9020,Materials Science,11340,QQT,"Kotov, Valeri N"
GRAD,9020,Materials Science,11341,QQU,"Clougherty, Dennis Paul"
GRAD,9020,Materials Science,13594,QQV,"White, Matthew Schuette"
GRAD,9020,Mathematics MSc,10620,RA,"Danforth, Chris "
GRAD,9020,Mathematics MSc,11199,RB,"Bagrow, James P"
GRAD,9020,Mathematics MSc,11200,RC,"Pinder, George Francis"
GRAD,9020,Mathematics MSc,11201,RD,"Dodds, Peter "
GRAD,9020,Mathematics MSc,11408,RE,"Danforth, Chris "
GRAD,9020,Mathematics MSc,12242,RF,"Yang, Jianke "
GRAD,9020,Mathematics MSc,12255,RG,"Warrington, Gregory "
GRAD,9020,Math Sciences Ph.D,10621,RRA,"Danforth, Chris "
GRAD,9020,Math Sciences Ph.D.,11202,RRB,"Bagrow, James P"
GRAD,9020,Math Sciences Ph.D.,11203,RRC,"Pinder, George Francis"
GRAD,9020,Math Sciences Ph.D.,11204,RRD,"Dodds, Peter "
GRAD,9020,Math Sciences Ph.D.,11409,RRE,"Dodds, Peter "
GRAD,9020,Mechanical Engineering,12671,RRP,"Mcginnis, Ryan Saunders"
GRAD,9020,Mechanical Engineering,10622,RRR,"Sansoz, Frederic P."
GRAD,9020,Mechanical Engineering,11436,RRS,"Dubief, Yves "
GRAD,9020,Mechanical Engineering,11437,RRT,"Meyers, Jason Matthew"
GRAD,9020,Mechanical Engineering,11438,RRU,"Fletcher, Douglas G."
GRAD,9020,Mechanical Engineering,11439,RRW,"Huston, Dryver R."
GRAD,9020,Mechanical Engineering,11440,RRY,"Marshall, Jeffrey Scott"
GRAD,9020,Mechanical Engineering,11441,RRZ,"Floreani, Rachael "
GRAD,9020,Mechanical Engineering,13007,RSA,"Schadler, Linda "
GRAD,9020,Mechanical Engineering,14393,RSB,"Fiorentino, Niccolo M"
GRAD,9020,Micro & Molec Gen,10623,S,"Pederson, David Scott"
GRAD,9020,Micro & Molec Gen,11297,SA,"Bond, Jeffrey P"
GRAD,9020,Micro & Molec Gen,11298,SB,"Doublie, Sylvie "
GRAD,9020,Micro & Molec Gen,11299,SC,"Gilmartin, Gregory Michael"
GRAD,9020,Micro & Molec Gen,11300,SD,"Knodler, Leigh "
GRAD,9020,Micro & Molec Gen,11301,SF,"Celli, Jean "
GRAD,9020,Micro & Molec Gen,11302,SG,"Sarkar, Indra Neil"
GRAD,9020,Micro & Molec Gen,11303,SH,"Shen, Aimee "
GRAD,9020,Micro & Molec Gen,11304,SI,"Thali, Markus Josef"
GRAD,9020,Micro & Molec Gen,11305,SJ,"Wallace, Susan Scholes"
GRAD,9020,Micro & Molec Gen,11306,SK,"Ward, Gary E."
GRAD,9020,Micro & Molec Gen,11307,SL,"Wargo, Matthew James"
GRAD,9020,Natural Resources,10624,SNA,"Wallin, Kimberly "
GRAD,9020,Natural Resources,11575,SNB,"Adair, Elizabeth Carol"
GRAD,9020,Natural Resources,11576,SNC,"Bierman, Paul Robert"
GRAD,9020,Natural Resources,11577,SND,"Bowden, William "
GRAD,9020,Natural Resources,11578,SNE,"Danks, Cecilia Marie"
GRAD,9020,Natural Resources,11579,SNF,"Donovan, Therese "
GRAD,9020,Natural Resources,11580,SNG,"Erickson, Jon "
GRAD,9020,Natural Resources,11581,SNH,"Galford, Gillian Laura"
GRAD,9020,Natural Resources,11582,SNI,"Ginger, Clare A."
GRAD,9020,Natural Resources,11583,SNJ,"Panikkar, Bindu "
GRAD,9020,Natural Resources,11584,SNK,"Ivakhiv, Adrian "
GRAD,9020,Natural Resources,11585,SNL,"Stepenuck, Kristine Frances"
GRAD,9020,Natural Resources,11586,SNM,"Keeton, William "
GRAD,9020,Natural Resources,11587,SNN,"Kuentzel, Walter Frederick"
GRAD,9020,Natural Resources,11588,SNO,"Gould, Rachelle K"
GRAD,9020,Natural Resources,11589,SNP,"Marsden, J. Ellen "
GRAD,9020,Natural Resources,11590,SNQ,"Murdoch, James Dudley"
GRAD,9020,Natural Resources,11591,SNR,"Parrish, Donna L."
GRAD,9020,Natural Resources,11592,SNS,"Poleman, Walter Mallery"
GRAD,9020,Natural Resources,11593,SNT,"Pontius, Jennifer "
GRAD,9020,Natural Resources,11594,SNU,"Ricketts, Taylor "
GRAD,9020,Natural Resources,11595,SNV,"Schaberg, Paul Gerard"
GRAD,9020,Natural Resources,11596,SNW,"Roy, Eric Daniel"
GRAD,9020,Natural Resources,11597,SNX,"Stockwell, Jason Dana"
GRAD,9020,Natural Resources,11598,SNY,"Stokowski, Patricia "
GRAD,9020,Natural Resources,11599,SOA,"Strong, Allan M"
GRAD,9020,Natural Resources,11600,SOB,"Vatovec, Christine M"
GRAD,9020,Natural Resources,11601,SOC,"Wang, Deane "
GRAD,9020,Natural Resources,11602,SOD,"Wemple, Beverley C"
GRAD,9020,Natural Resources,11603,SOE,"Wollenberg, Eva K."
GRAD,9020,Natural Resources,11656,SOF,"Mathews, Nancy Ellen"
GRAD,9020,Natural Resources,11797,SOG,"Aultman-Hall, Lisa "
GRAD,9020,Natural Resources,11798,SOH,"Damato, Anthony W"
GRAD,9020,Natural Resources,11799,SOI,"Farley, Joshua "
GRAD,9020,Natural Resources,11800,SOJ,"Fisher, Brendan Patrick"
GRAD,9020,Natural Resources,11900,SOK,"Kolan, Matthew Peter"
GRAD,9020,Natural Resources,12475,SOL,"Stephens, Jennie Catherine"
GRAD,9020,Natural Resources,12713,SOM,"Staff, . "
GRAD,9020,Natural Resources,12924,SON,"Morales, Ana Melinda"
GRAD,9020,Natural Resources,13605,SOO,"Mosher, Brittany Ann"
GRAD,9020,Natural Resources,14465,SOP,"Brooks, Chris "
GRAD,9020,Neurosciences,10625,SP,"Erdos, Benedek "
GRAD,9020,Neurosciences,13000,SPA,"Prelock, Patricia A"
GRAD,9020,Neurosciences,15919,SPC,"Dumas, Julie A"
GRAD,9020,Neurosciences,11649,SPO,"Bongard, Joshua "
GRAD,9020,Neurosciences,11646,SPP,"Morielli, Anthony D"
GRAD,9020,Neurosciences,11064,SPQ,"Wellman, George Clarence"
GRAD,9020,Neurosciences,11065,SPR,"May, Victor "
GRAD,9020,Neurosciences,11066,SPS,"Mawe, Gary M. "
GRAD,9020,Neurosciences,11067,SPT,"Vizzard, Margaret "
GRAD,9020,Neurosciences,11068,SPV,"Cipolla, Marilyn Jo"
GRAD,9020,Neurosciences,11069,SPW,"Morielli, Anthony D"
GRAD,9020,Neurosciences,11070,SPX,"Hammack, Sayamwong E."
GRAD,9020,Neurosciences,11404,SPY,"Francklyn, Christopher Steward"
GRAD,9020,Neurosciences,16071,SPZ,"Krementsov, Dimitry N."
GRAD,9020,Neurosciences,16072,SQA,"Todd, Travis P"
GRAD,9020,Neurosciences,16073,SQB,"Stafford, James M"
GRAD,9020,Neurosciences,16074,SQC,"Nelson, Mark Tuxford"
GRAD,9020,Neurosciences,16075,SQD,"Green, John Thomas"
GRAD,9020,Neurosciences,16076,SQE,"Stanley, Molly A"
GRAD,9020,Nursing,10626,TB,"Buck-Rolland, Carol Leigh"
GRAD,9020,Nutri & Food Science,11634,TL,"Donnelly, Catherine Wright"
GRAD,9020,Nutri & Food Science,10627,TM,"Pintauro, Stephen J."
GRAD,9020,Nutri & Food Science,11382,TN,"Johnson, Rachel Nancy"
GRAD,9020,Nutri & Food Science,11383,TO,"Harvey, Jean Ruth"
GRAD,9020,Nutri & Food Science,11384,TP,"Berlin, Linda "
GRAD,9020,Nutri & Food Science,11385,TQ,"Trubek, Amy Bell"
GRAD,9020,Nutri & Food Science,11386,TR,"Pope, Elizabeth Fayen"
GRAD,9020,Nutri & Food Science,11387,TS,"Guo, Ming Ruo"
GRAD,9020,Nutri & Food Science,11388,TT,"Kindstedt, Paul Stephen"
GRAD,9020,Nutri & Food Science,11389,TU,"Donnelly, John R."
GRAD,9020,Pathology,10628,TUT,"Shukla, Arti "
GRAD,9020,Pathology,11039,TUU,"Janssen, Yvonne M."
GRAD,9020,Pathology,11040,TUV,"Freeman, Kalev "
GRAD,9020,Pathology,11041,TUW,"VanDerVliet, Albert "
GRAD,9020,Pharmacology,10629,U,"Morielli, Anthony D"
GRAD,9020,Pharmacology,13591,UA,"Nelson, Mark Tuxford"
GRAD,9020,Phys & Biophysics,10630,V,"Ruiz, Teresa "
GRAD,9020,Plant Biology,10631,VA,"Tierney, Mary Lauretta"
GRAD,9020,Plant Biology,11223,VB,"Lintilhac, Philip M."
GRAD,9020,Plant Biology,11224,VC,"Barrington, David "
GRAD,9020,Plant Biology,11225,VD,"Preston, Jill C"
GRAD,9020,Plant Biology,11226,VE,"Harris, Jeanne M."
GRAD,9020,Plant Biology,11227,VF,"Molofsky, Jane "
GRAD,9020,Plant Biology,11228,VG,"Keller, Stephen Robert"
GRAD,9020,PT Visiting Grad,10793,VGR,"Sheldon, Bethany Lynn"
GRAD,9020,PBIO-Field Naturalist,10632,VVV,"Hughes, Jeffrey Winston"
GRAD,9020,Plant & Soil Science,10633,WA,"Gorres, Josef "
GRAD,9020,Plant & Soil Science,11260,WB,"Neher, Deborah A"
GRAD,9020,Plant & Soil Science,11261,WC,"Bosworth, Sidney Carl"
GRAD,9020,Plant & Soil Science,11262,WE,"Darby, Heather M"
GRAD,9020,Plant & Soil Science,11263,WF,"Parker, Jason Shaw"
GRAD,9020,Plant & Soil Science,11264,WG,"Hurley, Stephanie "
GRAD,9020,Plant & Soil Science,11265,WH,"Mendez, V. Ernesto "
GRAD,9020,Plant & Soil Science,11266,WI,"Parker, Bruce Lawrence"
GRAD,9020,Plant & Soil Science,11267,WJ,"Bradshaw, Terence Lee"
GRAD,9020,Plant & Soil Science,11268,WK,"Ross, Donald Savage"
GRAD,9020,Plant & Soil Science,12199,WL,"Chen, Yolanda "
GRAD,9020,Plant & Soil Science,12202,WM,"Merrill, Scott Curtis"
GRAD,9020,Plant & Soil Science,12985,WN,"Bishop-Von Wettberg, Eric J"
GRAD,9020,Psyc (Clinical),10634,WW,"Price, Matthew "
GRAD,9020,Psych  (Experimental),10635,WWW,"Toufexis, Donna J."
GRAD,9020,Public Administration,10636,X,"Koliba, Christopher J"
GRAD,9020,Public Administration,11018,XA,"Kolodinsky, Jane "
GRAD,9020,Reading & Lang Arts,10637,XX,"Mosenthal, James H."
GRAD,9020,Social Work,10638,XXX,"Roche, Susan E."
GRAD,9020,Special Education,10639,Y,"Swindlehurst, Kelly Ann"
GRAD,9020,Statistics,10640,YY,"Mickey, Ruth "
GRAD,9030,Animal Science,10735,A,"Kerr, David E."
GRAD,9030,Animal  Nutri & Food Sc,10736,AA,"Pintauro, Stephen J."
GRAD,9030,Animal  Nutri & Food Sc,11366,AB,"Harvey, Jean Ruth"
GRAD,9030,Animal  Nutri & Food Sc,11368,AD,"Barlow, John William"
GRAD,9030,Animal  Nutri & Food Sc,11369,AE,"Greenwood, Sabrina L."
GRAD,9030,Animal  Nutri & Food Sc,11370,AF,"Kerr, David E."
GRAD,9030,Animal  Nutri & Food Sc,11371,AG,"Kraft, Jana "
GRAD,9030,Animal  Nutri & Food Sc,11372,AH,"McKay, Stephanie Dawn"
GRAD,9030,Animal  Nutri & Food Sc,11373,AI,"Smith, Julie M"
GRAD,9030,Animal  Nutri & Food Sc,11374,AJ,"Zhao, Feng-Qi "
GRAD,9030,Animal Science,12220,AK,"Greenwood, Sabrina L."
GRAD,9030,Animal Science,12467,AL,"Townson, David Harrison"
GRAD,9030,Biochemistry,10737,B,"Kelm, Robert John"
GRAD,9030,Biochemistry,11135,BA,"Bouchard, Beth Ann"
GRAD,9030,Biochemistry,11136,BB,"Francklyn, Christopher Steward"
GRAD,9030,Biochemistry,11137,BC,"Hondal, Robert J."
GRAD,9030,Biochemistry,11138,BD,"Lian, Jane B"
GRAD,9030,Biochemistry,11139,BE,"Morrical, Scott Walker"
GRAD,9030,Biochemistry,11140,BF,"Stein, Gary Stephen"
GRAD,9030,Biochemistry,11141,BG,"Stein, Janet L"
GRAD,9030,Biochemistry,11142,BH,"Tracy, Paula Babiarz"
GRAD,9030,Biology,14404,BM,"Marsden, J. Ellen "
GRAD,9030,Biology,11171,BN,"Cahan, Sara Helms"
GRAD,9030,Biology,11172,BO,"Gotelli, Nicholas James"
GRAD,9030,Biology,11173,BP,"Ballif, Bryan Ariel"
GRAD,9030,Biology,11174,BQ,"Vigoreaux, Jim Osvaldo"
GRAD,9030,Biology,11175,BR,"Brody, Alison Kay"
GRAD,9030,Biology,11176,BS,"Stevens, Lori "
GRAD,9030,Biology,11177,BT,"May Collado, Laura "
GRAD,9030,Biolgoy,11178,BV,"Stockwell, Jason Dana"
GRAD,9030,Biology,11179,BX,"Ebert, Alicia Marie"
GRAD,9030,Biology,11180,BY,"Pespeni, Melissa Helen"
GRAD,9030,Biology,12981,BZ,"Lockwood, Brent Lionel"
GRAD,9030,Biology,16066,BZZ,"Stanley, Molly A"
